Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MI,2015,"12        ",Male,17,Right-Handed,184,28,189,1,Bus,25,0.324,42,Athletics,500,800,500,300,1000,1000,28,"Same length",9,9,"Same length",May,Summer,No,No,Poultry,"Soft drink (caffeinated)","Social studies",8,3,2,"Yes - broadband connection","Text messaging",300,15,20,40,40,50,45,20,25,35,40,40,40,45,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person","Education/Youth development"
USA,KS,2015,"12        ",Male,17,Right-Handed,194.2,36,197,1,Car,20,.312,69,"Football (American)",200,150,400,500,750,1000,36,"Same length",87,100,"Ring finger",October,Fall,No,No,Meat,Tea,"Physical education",7,6,4,,"Text messaging",69,75,15,2,10,5,15,2,1,5,2,5,10,2,Some,"Undergraduate degree",Country,"Super strength",Rich,Other,"Arts, culture, sports"
USA,NC,2015,"12        ",Female,16,Ambidextrous,160,25,152,2,Car,25,.336,35,Baseball/Softball,700,700,700,700,400,600,24,"Right foot",90,100,"Ring finger",December,Fall,Yes,No,"No favorite",Tea,History,8,10,4,"Yes - broadband connection","Text messaging",130,120,7,0,14,35,10,4,1,63,49,1,0,14,"A lot","Graduate degree",Pop,Fly,Happy,Friend,"Wildlife, animals"
USA,FL,2015,"12        ",Male,17,Right-Handed,175,25,182,2,Bus,15,.233,54,Cycling,150,250,200,400,600,600,26,"Left foot",80,82,"Ring finger",October,Winter,No,No,Meat,Water,"Mathematics and statistics",8,10,1,"Yes - broadband connection","In person",15,20,4,.5,15,1,15,3,12,2,15,0,0,6,Some,"Graduate degree","Rock and roll",Fly,Rich,"Business person","Wildlife, animals"
USA,OR,2015,"12        ",Male,17,Right-Handed,177.8,26,150,2,Walk,20,.328,43,Basketball,700,800,500,500,800,1000,27,"Left foot",115,117,"Ring finger",October,Spring,Yes,No,Pizza/Pasta,Water,"Physical education",7,9,5,"Yes - broadband connection","Cell phone",,,,,,,,,,,,,,,,,,,,,
USA,FL,2015,"12        ",Male,16,Right-Handed,172,27.5,175,2,Car,1,0.449,35,Basketball,746,732,800,864,913,927,28,"Left foot",72,91,"Ring finger",October,Fall,Yes,No,Meat,Milk,"Mathematics and statistics",8,10,4,"Yes - broadband connection","In person",100,101,10,2,1,20,6,10,2,5,30,10,0,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Health
USA,NJ,2015,"12        ",Female,16,Right-Handed,180,25,184,2,Car,12,.363,32,Gymnastics,754,754,754,754,750,750,25,"Same length",70.5,80.5,"Ring finger",December,Fall,Yes,No,Meat,"Soft drink (caffeinated)","Social studies",6,10,3,"Yes - broadband connection","Text messaging",55,50,17,1,10,3,10,1,25,25,30,15,0,3,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,Actor,"Wildlife, animals"
USA,CA,2015,"12        ",Male,17,Right-Handed,68,26,176,3,Walk,10,0.762,68,Basketball,900,900,900,900,1000,1000,25,"Right foot",80,90,"Ring finger",July,Summer,No,No,Poultry,Water,History,7,8,5,"Yes - broadband connection","Text messaging",150,150,24,3,6,38,6,12,18,15,4,9,0,0,"A lot","Undergraduate degree",Pop,Invisibility,Happy,Relative,Health
USA,VA,2015,"12        ",Male,17,Right-Handed,180,27,170,2,Car,12,0.515,64,Basketball,59,59,492,444,1000,1000,28,"Left foot",80,70,"Index finger",March,Winter,No,No,Meat,"Powdered drink",History,7,9,3,"Yes - other","Text messaging",20,20,13,9,12,13,8,9,72,20,80,20,0,12,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Musician or singer",Health
USA,OH,2015,"12        ",Male,17,Right-Handed,188,30,183,1,Car,30,.551,37,Running/Jogging,600,800,400,800,1000,900,30,"Left foot",64,64,"Index finger",April,Summer,Yes,No,Meat,"Sports drink","Mathematics and statistics",7,8,5,"Yes - broadband connection","Text messaging",30,30,,,,,,,,,,,,,,,,,,,
USA,VA,2015,"12        ",Male,15,Right-Handed,174,23,175,4,Car,5,.4022,45,"Martial Arts",369,214,492,1000,406,1000,23,"Same length",60,70,"Ring finger",August,Summer,No,No,Meat,"Soft drink (caffeinated)",Music,6,12,3,"Yes - broadband connection","Text messaging",18,20,5,0,1,0,0,6,0,5,20,2,0,1,None,"Undergraduate degree","Heavy metal",Telepathy,Rich,Relative,Health
USA,MI,2015,"12        ",Female,16,Right-Handed,172.7,25.11,172.7,2,Car,5,0.446,39,Running/Jogging,0,0,50,0,1000,1000,25.11,"Same length",8,7,"Index finger",June,Summer,Yes,,Pizza/Pasta,"Soft drink (caffeinated)","Mathematics and statistics",8,10,3,"Yes - broadband connection","Text messaging",100,50,4,2,20,4,6,0,80,80,5,5,0,2,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,"Doctor or nurse",Health
USA,TN,2015,"12        ",Female,17,Right-Handed,164,23,164,1,Car,11,0.731,52,Tennis,500,600,700,400,200,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,VA,2015,"12        ",Male,17,Ambidextrous,175,22,163,2,Car,30,.2,32,"Hockey (Ice)",1000,1000,1000,1000,1000,1000,22,"Same length",52,61,"Ring finger",September,Summer,No,No,Meat,"Soft drink (non-caffeinated)",History,6,9,4,"Yes - broadband connection","In person",7,9,5,0,3,2,7,10,2,3,7,2,0,0,"Very little","Graduate degree",Other,"Freeze time",Famous,Actor,"Education/Youth development"
USA,NY,2015,"12        ",Male,17,Right-Handed,183,29,179,2,Walk,10,.226,40,Soccer,861,348,529,400,973,968,29,"Left foot",9,10,"Ring finger",October,Summer,No,No,Meat,Water,Languages,6.5,10,3,"Yes - broadband connection","In person",5,10,9,0,25,5,12,2,2,2,10,4,0,1,"A lot","Graduate degree",Jazz,Fly,Happy,"Sports person","International aid"
USA,CA,2015,"12        ",Male,17,Right-Handed,166.4,26,167.7,2,Bus,24,0.315,63,Walking/Hiking,374,316,565,626,583,594,25.7,"Right foot",80,75,"Ring finger",November,Fall,Yes,No,Meat,Tea,Science,9,10,6,"Yes - other","In person",4,6,6,1,7,16,7,8,0,1,6,9,0,14,"A lot","Graduate degree",Other,"Freeze time",Rich,Relative,Health
USA,MO,2015,"12        ",Female,16,Right-Handed,155,23,156,1,Car,25,0.575,42,Gymnastics,600,500,600,700,600,550,23,"Same length",76,84,"Ring finger",May,Summer,No,No,"Rice/Noodle dishes",Water,Music,6,9,4,"Yes - other","Text messaging",500,800,10,3,28,14,21,0,14,28,21,5,0,14,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,"Arts, culture, sports"
USA,CA,2015,"12        ",Male,17,Right-Handed,164,24,166,4,Bus,20,,,Dancing,,,,,,,24,"Same length",94,103,"Same length",May,Winter,No,No,Meat,Water,Languages,7,10,10,"Yes - broadband connection","Cell phone",,,,,,,,,,,,,4,,Some,,,,,,
USA,CO,2015,"12        ",Female,17,Right-Handed,155,23,153,1,Car,15,0.366,56,Walking/Hiking,,,,,,,22,"Right foot",80,80,"Same length",October,Fall,No,No,Seafood,Water,History,7,10,6,"Yes - broadband connection","Text messaging",30,40,8,4,"2.5 ",10,3,0,5,2,15,,,,,,,,,,
USA,WA,2015,"12        ",Male,18,Left-Handed,,26.5,193,1,Car,"5 ",,,Soccer,400,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AL,2015,"12        ",Male,17,Right-Handed,170.7,28,170,1,Car,20,.817,59,Baseball/Softball,200,300,500,700,400,600,28.5,"Left foot",80,85,"Ring finger",November,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",History,8,10,3,"Yes - broadband connection","Text messaging",70,80,5,0,2,3,1,5,3,1,5,5,4,2,Some,"Graduate degree",Pop,Telepathy,Happy,"Musician or singer",Health
USA,CA,2015,"12        ",Male,17,Right-Handed,181,29,178,1,Skateboard/Scooter/Rollerblade,5,0.463,42,"Football (American)",800,100,900,700,700,800,11,"Same length",80,83,"Ring finger",May,Winter,Yes,No,Meat,Water,History,5,10,7,"Yes - broadband connection","Text messaging",19,19,7,1,10,10,11,10,1,1,10,0,0,7,Some,"Some college","Rap/Hip hop","Freeze time",Happy,Relative,Environment
USA,MO,2015,"12        ",Male,17,Right-Handed,183,27,173,1,Car,"7 ",0.028,42,None,316,246,653,1000,1000,1000,26,"Right foot",,63.5,"Same length",December,Summer,No,No,Salads,"Soft drink (caffeinated)",Music,8,10,4,"Yes - broadband connection","Internet chat or instant messaging",30,30,"9 ",0.5,0.5,2,0,25,20,10,40,1,12,1,Some,"Graduate degree","Rock and roll","Freeze time",Healthy,"Musician or singer","Arts, culture, sports"
USA,TX,2015,"12        ",Male,17,Right-Handed,183,,183,1,Bus,15,0.01,36,"Football (American)",500,700,900,800,400,500,,"Same length",,,"Ring finger",September,Winter,Yes,No,Meat,"Soft drink (caffeinated)",History,6,9,6,"Yes - broadband connection","In person",10,20,35,2,15,56,14,21,14,14,40,40,0,7,Some,"Graduate degree","Rap/Hip hop","Freeze time",Healthy,Relative,Health
USA,OK,2015,"12        ",Female,16,Right-Handed,157,21,160,1,Car,15,0.426,34,Dancing,4,3,2,1,6,5,21,"Same length",70,70,"Same length",August,Spring,No,No,Poultry,Tea,"Social studies",6,10,6,"No internet connection","Text messaging",374,425,70,2,2,0,2,0,10,6,10,3,0,2,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Famous,Teacher,Health
USA,VA,2015,"12        ",Female,17,Right-Handed,167,24,168,1,Car,8,.406,42,Walking/Hiking,1000,1000,500,500,500,700,23,"Right foot",70,70,"Same length",January,Fall,No,No,"Rice/Noodle dishes",Water,Other,6,6,6,"Yes - broadband connection","Cell phone",30,30,10,1,15,40,10,0,7,10,20,20,25,5,"A lot","Graduate degree",Other,Telepathy,Happy,Relative,"International aid"
USA,AR,2015,"12        ",Female,16,Right-Handed,163,24,167,1,Car,15,0.405,47,Soccer,405,497,840,968,791,706,24,"Right foot",79,83,"Ring finger",June,Fall,No,No,Pizza/Pasta,Juice,"Mathematics and statistics",7,9,5,"Yes - broadband connection","Text messaging",20,30,24,2,28,26,6,1,2,14,72,24,0,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Sports person",Health
USA,MO,2015,"12        ",Female,17,Right-Handed,172,24.5,,2,Car,6,0.678,37,Swimming,,,,,,,24.25,"Right foot",,,"Index finger",September,Fall,Yes,No,Pizza/Pasta,Water,"Computers and technology",8,10,5,"Yes - broadband connection","Text messaging",31,52,,,,,,,,,,,,,Some,"Graduate degree",Other,"Freeze time",Happy,Friend,Health
USA,VA,2015,"12        ",Male,17,Ambidextrous,183.3,25.4,182.8,1,Car,7,0.218,24.3,Other,500,750,750,750,300,950,25.4,"Same length",83.82,85.09,"Ring finger",March,Winter,Yes,Yes,"No favorite",Water,History,3,11,"3 ","Yes - other","Text messaging",200,214,6,2,8,10,0,8,16,16,16,0,32,2,"Very little","Graduate degree","Heavy metal",Invisibility,Healthy,"Business person",Health
USA,IN,2015,"12        ",Female,17,Right-Handed,150,22,150,1,Car,10,.44,77,Dancing,203,583,925,561,727,791,22,"Same length",64,64,"Same length",March,Spring,Yes,No,Poultry,Tea,English,7,10,5,"Yes - broadband connection","Text messaging",500,500,60,2,22,40,13,2,2,14,70,30,19,10,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,AL,2015,"12        ",Female,17,Right-Handed,158,24,152,1,Car,7,.745,50,Running/Jogging,,,,,,,27,"Right foot",65,75,"Ring finger",June,Summer,Yes,No,Salads,Water,Art,6,7,2,"Yes - other","Text messaging",250,200,4,1,8,1,5,0,5,20,2,0,7,3,"A lot","Graduate degree","Rap/Hip hop",Fly,Healthy,Other,"International aid"
USA,WI,2015,"12        ",Female,16,Right-Handed,173,25,166,3,Car,8,3.15,56,"Table Tennis",700,600,700,650,350,300,25,"Same length",7,8,"Index finger",October,Fall,Yes,No,Pizza/Pasta,Milk,Science,7,10,4,"Yes - other","In person",30,39,3,0,5,5,2,1,1,1,5,5,5,4,Some,"Graduate degree",Reggae,Telepathy,Happy,Relative,"International aid"
USA,OH,2015,"12        ",Male,16,Right-Handed,175,27,185,1,Car,15,.292,51,Swimming,800,650,15,800,400,400,28,"Left foot",75,71,"Index finger",May,Winter,No,No,Pizza/Pasta,"Soft drink (non-caffeinated)",Science,8,10,3,"Yes - broadband connection","Text messaging",75,100,2,0,20,5,5,8,4,6,6,3,8,1,Some,"Graduate degree","Rock and roll",Invisibility,Happy,"Doctor or nurse",Religious
USA,FL,2015,"12        ",Male,17,Right-Handed,208.2,32,207.8,1,Car,22,.471,47,Basketball,999,999,999,999,841,999,33,"Left foot",115,130,"Ring finger",December,Winter,Yes,No,Fruit,Water,Other,5,8,3,"Yes - broadband connection","Internet chat or instant messaging",53,62,4,0,5,3,6,0,4,2,19,8,0,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Sports person","Education/Youth development"
USA,CO,2015,"12        ",Female,17,Right-Handed,160,23,164,1,Car,10,.71,42,None,1000,998,999,997,100,800,22,"Right foot",58.9,52.2,"Index finger",April,Winter,Yes,No,Seafood,"Energy drink",Science,4,10,3,"Yes - broadband connection","In person",100,300,4,0,5,4,0,5,2,1,1,0,0,0,"A lot","Graduate degree","Punk rock","Freeze time",Happy,"Musician or singer",Environment
USA,FL,2015,"12        ",Female,17,Right-Handed,170,24,169,1,Car,15,.43,55,Tennis,200,400,500,600,900,1000,24,"Same length",7.5,8,"Ring finger",July,Winter,No,No,Meat,Water,"Mathematics and statistics",7,7,4,"Yes - broadband connection","Text messaging",50,50,2,1,7,1,25,0,7,10,50,4,0,0,Some,"Graduate degree",Country,Invisibility,Happy,"Coach or club leader",Health
USA,CA,2015,"12        ",Female,17,Right-Handed,157,22,165,2,Bus,45,0.397,61,Walking/Hiking,600,700,900,400,1000,1000,22,"Same length",75,70,"Index finger",February,Fall,Yes,No,Other,Water,"Social studies",5,8,4,"Yes - broadband connection","Text messaging",100,75,6,2,9,4,1,0,5,3,10,2,15,2,"A lot","Graduate degree",Pop,Fly,Happy,Relative,"Arts, culture, sports"
USA,CT,2015,"12        ",Male,17,Right-Handed,172,27,173,2,Car,35,.40,34,Other,567,374,294,684,556,572,27,"Same length",83,90,"Ring finger",September,Fall,Yes,No,Seafood,Tea,History,7,11,4,"Yes - broadband connection","Internet chat or instant messaging",0,0,1,0,20,7,10,10,0,0,30,0,5,5,Some,"Graduate degree",Classical,"Freeze time",Rich,"Business person",Health
USA,CO,2015,"12        ",Male,17,Ambidextrous,200,30,150,3,Bus,15,.3,30,Other,500,250,250,500,1000,1000,30,"Same length",10,11,"Ring finger",November,Winter,Yes,No,Desserts,Other,Other,9,8,2,"Yes - broadband connection",Other,1,3,2,2,5,0,0,5,0,0,10,0,8,8,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,Health
USA,VA,2015,"12        ",Female,17,Right-Handed,160,25.14,160,2,Bus,7,.321,34,Walking/Hiking,711,406,786,807,540,668,22.86,"Right foot",6,7,"Ring finger",July,Winter,No,No,Breads/Sandwiches,"Soft drink (caffeinated)",History,7,9,4,"Yes - broadband connection","Text messaging",200,225,4,0,6,7,0,7,0,5,7,0,0,2,Some,"Undergraduate degree","Rock and roll","Freeze time",Happy,Relative,"Wildlife, animals"
USA,CA,2015,"12        ",Male,17,Right-Handed,167,12,180,2,Car,20,5,5,"Football (American)",,,,,,,12,"Same length",9,8,"Index finger",October,Winter,No,No,Meat,"Sports drink","Computers and technology",7,9,5,"Yes - broadband connection","Cell phone",50,50,3,1,1,3,3,1,1,3,1,2,1,2,None,"Some college","Rap/Hip hop","Super strength",Happy,Relative,Health
USA,IN,2015,"12        ",Male,17,Ambidextrous,162.5,21.59,167.9,1,Car,15,.479,46,Other,500,500,0,250,250,750,21.59,"Same length",76.2,78.2,"Ring finger",January,Summer,No,No,Meat,Tea,"Mathematics and statistics",7,12,2,"Yes - other",,100,120,6,0,4,24,24,24,24,24,12,8,0,6,"Very little",Other,"Heavy metal","Freeze time",Healthy,Other,"Arts, culture, sports"
USA,CA,2015,"12        ",Male,17,Right-Handed,170,25,165,2,Car,8,.31,33,"Football (American)",500,300,500,250,600,700,25,"Same length",40,45,"Ring finger",November,Winter,Yes,No,Pizza/Pasta,Water,Other,7,7,3,"Yes - broadband connection","Text messaging",100,100,5,0,10,1,15,1,2,10,15,0,0,3,Some,"Graduate degree",Techno/Electronic,Fly,Happy,"Sports person","Wildlife, animals"
USA,SC,2015,"12        ",Male,17,Right-Handed,188,26,188,1,Car,5,.373,34,Basketball,0,0,406,1000,1000,1000,26,"Same length",100,100,"Same length",July,Summer,No,No,Fruit,Water,"Mathematics and statistics",7,9,4,"Yes - broadband connection","Text messaging",50,50,"3 ",7,6,10,20,0,7,8,1,2,6,5,"Very little","Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Relative,"Arts, culture, sports"
USA,MO,2015,"12        ",Female,18,Right-Handed,,22,153,1,Car,6,0.724,55,Athletics,700,650,400,600,350,900,22,"Same length",7,8,"Ring finger",August,Summer,No,No,Desserts,Water,"Social studies",7,10,3,"Yes - broadband connection","Text messaging",200,200,10,0,20,10,18,0,5,7,5,10,2,1,"A lot","Undergraduate degree",Pop,"Super strength",Healthy,Teacher,"International aid"
USA,CO,2015,"12        ",Female,17,Right-Handed,163,,,1,Car,10,0.387,43,Basketball,,,,,,,,"Same length",,,"Ring finger",February,Spring,No,No,Pizza/Pasta,Water,Art,7,9,6,"Yes - other","Text messaging",,,,,,,,,,,,,,,Some,"Graduate degree",Country,Telepathy,Rich,Relative,Religious
USA,OK,2015,"12        ",Female,17,Right-Handed,159,25,160,2,Car,5,.718,61,Dancing,800,900,775,900,950,1000,24,"Right foot",7,7,"Same length",June,Summer,No,No,Pizza/Pasta,Water,Science,5,10,3,"Yes - broadband connection","Text messaging",20,20,8,1,5,2,5,1,1,3,10,5,18,2,"A lot","Less than high school","Rap/Hip hop",Invisibility,Happy,"Musician or singer",Health
USA,CO,2015,"12        ",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AL,2015,"12        ",Male,17,Right-Handed,160,31,100,2,Car,3,0.44,40,Athletics,100,100,100,1000,100,100,,"Same length",70,80,"Same length",July,Winter,No,No,Meat,Water,Science,9,7,4,"Yes - broadband connection","Text messaging",200,200,3,1,1,1,5,1,0,2,2,3,15,1,"Very little","High school","Rap/Hip hop","Super strength",Famous,"Sports person",Health
USA,CA,2015,"12        ",Male,17,Right-Handed,124.9,24,158,2,Car,10,0.398,57,Dancing,600,500,1000,300,200,100,24,"Same length",8,7,"Ring finger",November,Winter,No,No,Pizza/Pasta,Water,"Physical education",5,10,5,"Yes - broadband connection","Text messaging",500,1000,40,5,10,8,7,0,2,50,40,10,0,5,"A lot","Graduate degree",Pop,Invisibility,Rich,Relative,"Arts, culture, sports"
USA,CA,2015,"12        ",Female,17,Right-Handed,161.1,25,132,1,Car,10,0.694,75,Other,,,,,,,29.21,"Same length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2015,"12        ",Male,16,Right-Handed,177.8,,,3,Car,3,.312,56,Swimming,1000,1000,1000,1000,1000,1000,,,,,,May,Spring,Yes,No,Pizza/Pasta,Water,"Physical education",8,0,6,"Yes - broadband connection","Text messaging",600,600,2,1,3,4,4,0,0,2,2,2,600,5,"A lot","Graduate degree",Country,Fly,Rich,Friend,"International aid"
USA,NC,2015,"12        ",Female,17,Right-Handed,168,23,155,1,Walk,3,.34,67,Swimming,700,700,300,200,1000,1000,24,"Left foot",69,72,"Ring finger",January,Fall,No,No,Poultry,"Soft drink (caffeinated)",Science,5,12,1,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",150,150,20,1,20,0,5,0,3,5,10,2,0,1,"A lot","Graduate degree",Pop,Fly,Rich,Other,"Education/Youth development"
USA,CT,2015,"12        ",Male,18,Right-Handed,190,22,189,1,Car,15,.319,49,Golf,647,374,283,866,604,754,22,"Same length",102,121,"Ring finger",March,Fall,No,No,Meat,Water,"Mathematics and statistics",6,9,2,"Yes - broadband connection","Text messaging",10,10,5,2,30,0,2,6,20,2,40,25,40,20,"A lot","Graduate degree",Gospel,Fly,Happy,"Religious figure",Religious
USA,MA,2015,"12        ",Male,18,Left-Handed,,181,179,2,Walk,25,.308,45,Soccer,1000,1000,1000,1000,500,1000,,,90,63,"Ring finger",April,Spring,Yes,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",6,10,8,"Yes - broadband connection","Text messaging",30,30,4,1,2,10,5,35,4,5,35,0,28,7,"A lot","Graduate degree",Other,Fly,Happy,Friend,Health
USA,IN,2015,"12        ",Male,17,Right-Handed,174,28,180,1,Car,10,.275,53,None,300,300,300,300,1000,1000,28,"Same length",94,102,"Ring finger",October,Fall,No,No,Pizza/Pasta,Tea,History,6,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,5,1,10,1,1,5,10,10,10,2,40,1,"A lot","Graduate degree",Country,Fly,Rich,Relative,Health
USA,NJ,2015,"12        ",Male,17,Left-Handed,195,30,200,1,Car,10,.36,64,Lacrosse,800,800,800,800,500,500,29,"Right foot",950,850,"Index finger",April,Summer,No,No,Meat,"Sports drink",History,7,10,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",25,50,18,1,12,5,12,1,6,3,12,6,3,2,"A lot","Graduate degree",Country,"Freeze time",Happy,Politician,"International aid"
USA,KS,2015,"12        ",Male,17,Left-Handed,183,28,178,1,Car,8,0.364,41,Basketball,200,300,300,700,900,1000,28,"Same length",79,83,"Ring finger",February,Summer,No,,Pizza/Pasta,Water,"Physical education",8,10,5,"Yes - broadband connection","Text messaging",50,300,20,1,4,2,5,0,3,5,1,10,6,1,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,Actor,"Arts, culture, sports"
USA,MI,2015,"12        ",Female,16,Right-Handed,154,,153,2,Bus,15,0.395,50,Bowling,9999,9999,9999,9999,1000,1000,,,74,75,"Ring finger",September,Summer,No,No,Pizza/Pasta,Water,Music,6,10,4,"Yes - other","Internet chat or instant messaging",2000,,,,,,,,,,,,,,,,,,,,
USA,CA,2015,"12        ",Male,18,Right-Handed,168,22.86,169,2,Car,40,0.385,37,Baseball/Softball,200,200,400,300,200,300,22.86,"Same length",70,70,"Same length",July,Summer,No,No,"Rice/Noodle dishes",Water,Art,7,9,4,"Yes - other","Text messaging",25,30,3,0,2,3,1,1,2,1,5,2,1,1,Some,Other,"Rap/Hip hop",Telepathy,Healthy,Relative,"Wildlife, animals"
USA,CA,2015,"12        ",Female,16,Right-Handed,106,23,153,2,Car,20,.477,49,Baseball/Softball,700,900,900,800,0,900,23,"Same length",70,80,"Ring finger",August,Winter,No,No,Meat,"Soft drink (caffeinated)",History,6,10,11,,,,,,,,,,,,,,,,,,,,,,,
USA,VA,2015,"12        ",Male,17,Right-Handed,177,27,177,2,Bus,15,.261,42,"Martial Arts",500,800,1000,1000,1000,500,27,"Same length",900,910,"Ring finger",July,Summer,No,No,Meat,Water,History,8,8,6,"Yes - broadband connection","Text messaging",2,2,6,0,30,42,8,5,3,2,30,5,15,3,Some,"Graduate degree","Heavy metal","Freeze time",Rich,Other,"International aid"
USA,OK,2015,"12        ",Male,17,Right-Handed,180,25,168,1,Car,7,.761,69,Soccer,350,650,200,600,900,1000,25,"Same length",8,85,"Ring finger",November,Fall,Yes,No,Meat,Tea,English,7,8.5,3,"Yes - broadband connection","Text messaging",100,225,15,2,8,9,15,3,25,20,20,20,20,5,Some,"Undergraduate degree","Rap/Hip hop",Fly,Rich,Relative,Religious
USA,NH,2015,"12        ",Female,18,Right-Handed,167,24,172,1,Car,5,0.784,55,Basketball,800,500,900,700,50,100,25,"Left foot",8.6,9.2,"Ring finger",August,Summer,Yes,No,Desserts,Water,Science,8,10,5,"Yes - other","Text messaging",100,110,6,1,4,9,1,0,2,3,4,3,20,2,"A lot","Graduate degree",Country,"Super strength",Happy,"Musician or singer",Health
USA,IN,2015,"12        ",Female,17,Right-Handed,165,24,166,1,Car,5,.399,60,Gymnastics,300,50,50,10,700,900,23,"Right foot",75,70,"Index finger",July,Fall,No,No,Poultry,Water,"Mathematics and statistics",5,10,4,"Yes - other","Text messaging",100,150,15,1,5,3,10,0,2,1,2,3,5,2,Some,"Undergraduate degree","Rap/Hip hop",Telepathy,Happy,Friend,Health
USA,MO,2015,"12        ",Female,16,Right-Handed,173,22,167,1,Car,8,.367,51,Gymnastics,800,800,850,800,500,800,22,"Same length",75,65,"Index finger",March,Fall,Yes,No,"Rice/Noodle dishes",Water,,6,8,4,"Yes - broadband connection","Text messaging",15,15,2,.5,14,10,6.5,0,"5 ",2,45,2,0,5,"A lot","Graduate degree",Country,Telepathy,Happy,"Coach or club leader","Wildlife, animals"
USA,VA,2015,"12        ",Female,17,Right-Handed,85,8,85,1,Car,5,0.27,34,Soccer,481,225,53,235,813,882,8.5,"Left foot",25,30,"Ring finger",January,Fall,No,No,"No favorite",Water,"Physical education",7,9,5,"Yes - other","Text messaging",30,25,5,2,3,8,5,2,9,10,10,11,9,1,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"Wildlife, animals"
USA,FL,2015,"12        ",Male,17,Right-Handed,177,26,182.4,1,Car,30,.452,45,Golf,10,100,50,30,1000,1000,26,"Same length",97,106,"Ring finger",June,Summer,No,No,Meat,Water,English,8,10,4,"Yes - broadband connection","In person",40,40,20,.5,20,5,15,2,0,.5,10,20,10,0,"A lot","Graduate degree","Rock and roll","Freeze time",Rich,Relative,"Arts, culture, sports"
USA,TX,2015,"12        ",Male,17,Right-Handed,180,26,180,,Car,20,0.365,43,Walking/Hiking,775,775,500,650,150,200,25,"Right foot",69,79,"Ring finger",January,Fall,Yes,No,Poultry,Water,Art,9,9,4,"Yes - broadband connection","Text messaging",100,100,6,0,10,2,1,0,1,10,5,0,7,2,"A lot","Graduate degree","Rock and roll",Fly,Happy,"Community leader or elder",Environment
USA,CA,2015,"12        ",Female,17,Right-Handed,152,19,140,1,Car,5,.67,38,Tennis,1000,800,1000,500,500,600,18,"Same length",18000,15000,"Same length",December,Winter,No,No,Pizza/Pasta,Water,"Mathematics and statistics",6,8,8,"Yes - broadband connection","Text messaging",100,101,5,0,2,6,2,0,1,3,4,5,0,1,"A lot","Graduate degree",Techno/Electronic,"Freeze time",Rich,Friend,"International aid"
